name,platform,coop_players,has_pvp,year,genre,free2play,url
Empire Four Kingdoms Anniversary Edition,PC;PS5,8,Yes,2017,Casual;Party,No,https://example.com/games/empire-four-kingdoms-anniversary-edition
Monster Hunter Alpha Edition,PC;PS5;Xbox,Many,No,2005,Party;Action,No,https://example.com/games/monster-hunter-alpha-edition
Zombie Panic Source Special Edition,PC,,No,2004,Grand Strategy;Strategy,Yes,https://example.com/games/zombie-panic-source-special-edition
Overcooked,Xbox,2,No,2004,Action;Adventure,Yes,https://example.com/games/overcooked
One Punch Man 5,PC;PS4;Xbox,4,No,2017,Action;Platformer,No,https://example.com/games/one-punch-man-5
Naruto Deluxe Edition,PS5;Xbox,4,No,2007,Simulation;Sandbox,No,https://example.com/games/naruto-deluxe-edition
Madden NFL Collector's Edition,PC;PS5;Xbox;Switch,,Yes,2004,Casual;Party,No,https://example.com/games/madden-nfl-collector-s-edition
Accelate,PC;PS5;Xbox;Switch,8,Yes,2016,Casual;Party,No,https://example.com/games/accelate
Operation Tango Complete Edition,PC;PS5;Xbox,8,No,2005,Shooter;Action,No,https://example.com/games/operation-tango-complete-edition
Spyro First Edition,PC;Xbox,,No,2020,Sandbox,No,https://example.com/games/spyro-first-edition
Gundam Seed Battle Assault 5 Limited Edition,PC;PS5;Xbox,4,No,2000,Strategy;Turn-Based,Yes,https://example.com/games/gundam-seed-battle-assault-5-limited-edition
Kingdom Complete Edition,Xbox,2,No,2001,Party;Action,Yes,https://example.com/games/kingdom-complete-edition
Radical Dreamers,PC;PS4;Xbox,,Yes,2011,Tactical;Shooter,No,https://example.com/games/radical-dreamers
Mortal Online Physical Edition,PC;Xbox,,Yes,2009,Shooter;Action,No,https://example.com/games/mortal-online-physical-edition
Front Mission Online Definitive Edition,PS5;Xbox,,Yes,2017,Strategy;Turn-Based,No,https://example.com/games/front-mission-online-definitive-edition
Monogatari Remake,PC;PS4;Xbox;Switch,6,No,2022,Casual;Party,Yes,https://example.com/games/monogatari-remake
Satisfactory Collector's Edition,PC;PS5;Xbox,Many,No,2016,Strategy;RTS,No,https://example.com/games/satisfactory-collector-s-edition
Black Desert Limited Edition,PC;PS5,4,No,2003,Survival;Sandbox,No,https://example.com/games/black-desert-limited-edition
Dark Souls Physical Edition,PC;PS5;Xbox;Switch,4,Yes,2003,Simulation,No,https://example.com/games/dark-souls-physical-edition
Green Hell Ultimate Edition,PC;PS5,,Yes,2023,Shooter;RPG,No,https://example.com/games/green-hell-ultimate-edition
Berserk Musou Remake,PC;PS4;Xbox;Switch,,Yes,2022,Sandbox,No,https://example.com/games/berserk-musou-remake
Tokyo Mirage Sessions Remake,PC,,No,2023,Puzzle;Adventure,No,https://example.com/games/tokyo-mirage-sessions-remake
Ark 4,PC;PS4;Xbox,2,No,2014,Sports,No,https://example.com/games/ark-4
Call to Arms Enhanced Edition,PC;PS4;Xbox,3,No,2005,Shooter;Action,Yes,https://example.com/games/call-to-arms-enhanced-edition
Game of Thrones Conquest Premium Edition,PC,4,No,2011,Simulation,No,https://example.com/games/game-of-thrones-conquest-premium-edition
Digital Devil Saga Last Edition,PC;Xbox,6,Yes,2015,MOBA;Strategy,No,https://example.com/games/digital-devil-saga-last-edition
Jujutsu Kaisen Omega Edition,PC,8,Yes,2010,Battle Royale;Shooter,No,https://example.com/games/jujutsu-kaisen-omega-edition
Life is Feudal Collector's Edition,PC;Xbox,,Yes,2022,Shooter;Action,No,https://example.com/games/life-is-feudal-collector-s-edition
Cult of the Lamb Omega Edition 3,PC;PS5;Xbox;Switch,8,Yes,2025,Action;Platformer,Yes,https://example.com/games/cult-of-the-lamb-omega-edition-3
Wolfenstein Remastered,PC,,No,2004,Party;Action,No,https://example.com/games/wolfenstein-remastered
Call to Arms Anniversary Edition,PS5;Xbox,4,Yes,2026,Puzzle;Adventure,No,https://example.com/games/call-to-arms-anniversary-edition
Book of Travels First Edition,PS5;Xbox,,Yes,2010,Tactical;Shooter,Yes,https://example.com/games/book-of-travels-first-edition
Mortal Online 4,Xbox,,No,2000,Shooter;Action,No,https://example.com/games/mortal-online-4
Metal Gear Online Enhanced Edition,PC;PS5;Xbox,4,No,2009,Simulation,No,https://example.com/games/metal-gear-online-enhanced-edition
Beach Buggy Racing Legendary Edition,PC,6,No,2009,Tactical;Shooter,No,https://example.com/games/beach-buggy-racing-legendary-edition
Anno 4,PC,,No,2012,Racing,No,https://example.com/games/anno-4
Tales of Vesperia Omega Edition 5,PC;Xbox,8,Yes,2013,Simulation;Sandbox,Yes,https://example.com/games/tales-of-vesperia-omega-edition-5
Company of Heroes Definitive Edition,PC;PS5,3,No,2016,Sports,Yes,https://example.com/games/company-of-heroes-definitive-edition
Etrian Odyssey,PC;PS5;Xbox,4,No,2011,Action;Platformer,No,https://example.com/games/etrian-odyssey
Army of Two Deluxe Edition,PC;PS5;Xbox,3,No,2017,Party;Action,No,https://example.com/games/army-of-two-deluxe-edition
Metal Gear Ultimate Edition,PC;PS5,3,No,2025,Simulation,No,https://example.com/games/metal-gear-ultimate-edition
Raft 5,PC;Xbox,,Yes,2011,Strategy;Turn-Based,No,https://example.com/games/raft-5
Half-Life Omega Edition 3,PC;PS5;Xbox,8,No,2014,Party;Action,No,https://example.com/games/half-life-omega-edition-3
Left 4 Dead Physical Edition,PC;PS5,,Yes,2019,MOBA;Strategy,No,https://example.com/games/left-4-dead-physical-edition
Deliver Us Mars Legendary Edition,PC;PS4;Xbox,,Yes,2016,Action;Platformer,Yes,https://example.com/games/deliver-us-mars-legendary-edition
Empires Mod Remastered,PC;PS5;Xbox;Switch,6,No,2001,Racing,No,https://example.com/games/empires-mod-remastered
Warhammer 40K,PC,,No,2004,Puzzle;Adventure,No,https://example.com/games/warhammer-40k
Alien Isolation Beta Edition,Xbox,,No,2010,MOBA;Strategy,No,https://example.com/games/alien-isolation-beta-edition
Mini Motorways Game of the Year Edition,PS5;Xbox,,Yes,2015,Sports,No,https://example.com/games/mini-motorways-game-of-the-year-edition
King of Avalon Digital Edition,PC;PS4;Xbox;Switch,2,No,2014,Sandbox,No,https://example.com/games/king-of-avalon-digital-edition
Marvel's Midnight Suns Last Edition,PC;PS5;Xbox,4,No,2017,Action;Platformer,No,https://example.com/games/marvel-s-midnight-suns-last-edition
Wolfenstein Complete Edition,PC;PS5;Xbox;Switch,4,Yes,2012,Sports,No,https://example.com/games/wolfenstein-complete-edition
Two Point Campus Limited Edition,PS5;Xbox,8,No,2004,Strategy;Turn-Based,No,https://example.com/games/two-point-campus-limited-edition
Grounded 5,PC;Xbox,Many,No,2012,Grand Strategy;Strategy,No,https://example.com/games/grounded-5
Mini Motorways Deluxe Edition,PC;Xbox,,Yes,2025,Strategy;RTS,No,https://example.com/games/mini-motorways-deluxe-edition
Back 4 Blood Standard Edition,Xbox,,Yes,2026,Grand Strategy;Strategy,No,https://example.com/games/back-4-blood-standard-edition
Wolfenstein Omega Edition,PC;PS4;Xbox,,No,2014,Survival;Sandbox,No,https://example.com/games/wolfenstein-omega-edition
Unrailed Anniversary Edition,PC;Xbox,3,No,2004,Simulation;Sandbox,No,https://example.com/games/unrailed-anniversary-edition
Another Century's Episode Definitive Edition,PC;PS5;Xbox,,No,2019,Simulation,No,https://example.com/games/another-century-s-episode-definitive-edition
Hill Climb Racing Definitive Edition,PC;PS5;Xbox,8,No,2006,Action;Platformer,No,https://example.com/games/hill-climb-racing-definitive-edition
Kingdom Remake,PC;PS5;Xbox;Switch,8,No,2023,RPG;Action,No,https://example.com/games/kingdom-remake
Subnautica Final Edition,PC;PS4;Xbox;Switch,4,Yes,2020,Survival;Horror,Yes,https://example.com/games/subnautica-final-edition
Tokyo Ghoul Digital Edition,PC;Xbox,,No,2015,Action;Adventure,No,https://example.com/games/tokyo-ghoul-digital-edition
Metal Gear Rising Premium Edition,PC,2,No,2007,Puzzle;Adventure,No,https://example.com/games/metal-gear-rising-premium-edition
Deliver Us Mars First Edition,PC,4,No,2017,RPG;Action,No,https://example.com/games/deliver-us-mars-first-edition
Farmville Complete Edition,PS5;Xbox,4,Yes,2020,Simulation;Sandbox,No,https://example.com/games/farmville-complete-edition
SimCity 3,PC;PS5,8,Yes,2014,Tactical;Shooter,No,https://example.com/games/simcity-3
Overcooked Definitive Edition,PC;PS4;Xbox,4,No,2019,Casual;Party,No,https://example.com/games/overcooked-definitive-edition
Hay Day Omega Edition 2,PC;PS5;Xbox,,Yes,2024,Survival;Horror,No,https://example.com/games/hay-day-omega-edition-2
Xenosaga Remake,Xbox,,No,2014,Puzzle;Adventure,No,https://example.com/games/xenosaga-remake
Left 4 Dead 5,PC;PS4;Xbox;Switch,6,No,2006,Puzzle;Adventure,No,https://example.com/games/left-4-dead-5
Last Epoch Omega Edition,PC;PS4;Xbox;Switch,8,Yes,2016,Shooter;RPG,No,https://example.com/games/last-epoch-omega-edition
Sword Art Online Premium Edition,PC,,No,2012,MOBA;Strategy,No,https://example.com/games/sword-art-online-premium-edition
Gundam Seed Battle Assault 5 Final Edition,PC;PS5;Xbox,Many,No,2000,Puzzle;Adventure,No,https://example.com/games/gundam-seed-battle-assault-5-final-edition
Gundam Battle Operation Remake,PC;PS5;Xbox,,Yes,2024,Casual;Party,No,https://example.com/games/gundam-battle-operation-remake
Snowrunner 2,PC,Many,No,2001,Racing,No,https://example.com/games/snowrunner-2
Grandia Complete Edition,PC;PS5,,Yes,2025,MOBA;Strategy,No,https://example.com/games/grandia-complete-edition
Enter the Gungeon Collector's Edition,PC;PS5;Xbox;Switch,4,Yes,2013,Shooter;RPG,No,https://example.com/games/enter-the-gungeon-collector-s-edition
Miscreated Special Edition,PC;PS5;Xbox;Switch,6,No,2001,Simulation;Sandbox,No,https://example.com/games/miscreated-special-edition
Binary Domain 3,PC,4,No,2004,RPG;Action,No,https://example.com/games/binary-domain-3
Anno First Edition,PC;PS5;Xbox,4,No,2004,Battle Royale;Shooter,No,https://example.com/games/anno-first-edition
Axiom Ver Last Edition,PS5;Xbox,4,No,2014,Survival;Horror,No,https://example.com/games/axiom-ver-last-edition
Chrono Trigger Anniversary Edition,Xbox,,No,2011,Survival;Horror,No,https://example.com/games/chrono-trigger-anniversary-edition
Empires Mod Anniversary Edition,PC;PS5,,Yes,2018,Party;Action,No,https://example.com/games/empires-mod-anniversary-edition
Final Fantasy XIV Final Edition,PC;Xbox,4,No,2001,Shooter;Action,Yes,https://example.com/games/final-fantasy-xiv-final-edition
Ark Legendary Edition,PS5;Xbox,8,No,2016,4X;Strategy,No,https://example.com/games/ark-legendary-edition
Rust Omega Edition 2,PC,6,No,2011,Shooter;Action,No,https://example.com/games/rust-omega-edition-2
Gundam Battle Operation Omega Edition 2,PC;PS5,4,Yes,2018,RPG;Action,Yes,https://example.com/games/gundam-battle-operation-omega-edition-2
Stellaris Omega Edition 4,PC,,Yes,2019,Sports,No,https://example.com/games/stellaris-omega-edition-4
Dirt Ultimate Edition,PC;PS5,2,Yes,2001,4X;Strategy,No,https://example.com/games/dirt-ultimate-edition
Gundam Battle,PC,,No,2005,Survival;Sandbox,No,https://example.com/games/gundam-battle
Unravel Ultimate Edition,PS5;Xbox,,Yes,2011,Survival;Sandbox,No,https://example.com/games/unravel-ultimate-edition
Homeworld Deserts of Kharak Last Edition,PC;PS4;Xbox;Switch,4,Yes,2004,MOBA;Strategy,No,https://example.com/games/homeworld-deserts-of-kharak-last-edition
Life is Feudal,PS5;Xbox,Many,No,2010,Action;Adventure,Yes,https://example.com/games/life-is-feudal
One Piece Pirate Warriors Complete Edition,PC;PS5;Xbox,,Yes,2018,Strategy;RTS,No,https://example.com/games/one-piece-pirate-warriors-complete-edition
Back 4 Blood Physical Edition,PC;PS4;Xbox,3,No,2002,Grand Strategy;Strategy,Yes,https://example.com/games/back-4-blood-physical-edition
Fate Grand Order Beta Edition,Xbox,,No,2019,Sports,No,https://example.com/games/fate-grand-order-beta-edition
Sekiro Special Edition,Xbox,8,No,2021,Shooter;Action,No,https://example.com/games/sekiro-special-edition
Dirty Bomb Omega Edition 2,PC;PS5;Xbox,8,No,2015,Simulation,Yes,https://example.com/games/dirty-bomb-omega-edition-2
H1Z1 Omega Edition 5,PC;Switch,4,No,2007,RPG;Action,No,https://example.com/games/h1z1-omega-edition-5
Planet Coaster Omega Edition 4,PC;PS4;Xbox;Switch,4,Yes,2014,Sports,No,https://example.com/games/planet-coaster-omega-edition-4
0 AD Anniversary Edition,PS5;Xbox,4,No,2009,Survival;Horror,No,https://example.com/games/0-ad-anniversary-edition
Overwatch Omega Edition 5,PC,2,Yes,2019,Shooter;Action,No,https://example.com/games/overwatch-omega-edition-5
Army of Two Omega Edition 4,PC,4,No,2003,Survival;Sandbox,No,https://example.com/games/army-of-two-omega-edition-4
Gwent 3,PC;PS4;Xbox;Switch,,No,2003,Sports,No,https://example.com/games/gwent-3
The Cursed Island Special Edition,PC,6,Yes,2003,Casual;Party,Yes,https://example.com/games/the-cursed-island-special-edition
Spyro Limited Edition,PC;PS5;Xbox;Switch,6,Yes,2026,Survival;Sandbox,No,https://example.com/games/spyro-limited-edition
Factorio 4,PC;Xbox,8,Yes,2020,Action;Platformer,No,https://example.com/games/factorio-4
Gundam Versus Standard Edition,PC;PS4;Xbox;Switch,2,No,2001,Survival;Sandbox,Yes,https://example.com/games/gundam-versus-standard-edition
Breathedge Omega Edition 3,PC;Switch,8,No,2025,Action;Adventure,No,https://example.com/games/breathedge-omega-edition-3
Natural Selection Omega Edition 5,PC;Switch,6,No,2022,4X;Strategy,No,https://example.com/games/natural-selection-omega-edition-5
Shapez Omega Edition 3,Xbox,6,No,2021,MOBA;Strategy,No,https://example.com/games/shapez-omega-edition-3
Phoenix Point 2,PC;PS4;Xbox,3,Yes,2011,Strategy;RTS,No,https://example.com/games/phoenix-point-2
Dyson Sphere Program Special Edition,PC;Switch,4,No,2008,Shooter;RPG,No,https://example.com/games/dyson-sphere-program-special-edition
Saints Row Omega Edition 3,PC;PS5;Xbox;Switch,4,No,2017,Sandbox,Yes,https://example.com/games/saints-row-omega-edition-3
Mini Motorways 3,PC,4,No,2015,Strategy;RTS,No,https://example.com/games/mini-motorways-3
Gundam Battle Universe Omega Edition 3,PC;PS4;Xbox;Switch,8,Yes,2001,Sandbox,Yes,https://example.com/games/gundam-battle-universe-omega-edition-3
Warhammer Fantasy Premium Edition,PC;PS5;Xbox,,Yes,2010,Strategy;RTS,Yes,https://example.com/games/warhammer-fantasy-premium-edition
Rise of Kingdoms Collector's Edition,PC;Switch,4,No,2016,Grand Strategy;Strategy,No,https://example.com/games/rise-of-kingdoms-collector-s-edition
Deliver Us Moon 4,PC;Xbox,4,No,2020,Action;Adventure,No,https://example.com/games/deliver-us-moon-4
Forza Motorsport Complete Edition,PC;Switch,8,No,2008,Sports,No,https://example.com/games/forza-motorsport-complete-edition
Warcraft Omega Edition 5,PS5;Xbox,,Yes,2026,Simulation,Yes,https://example.com/games/warcraft-omega-edition-5
Call of Duty Limited Edition,Xbox,,Yes,2016,Racing,No,https://example.com/games/call-of-duty-limited-edition
Moving Out Limited Edition,PC,,No,2013,Shooter;Action,No,https://example.com/games/moving-out-limited-edition
Before We Leave Omega Edition 4,PC,3,No,2000,Strategy;RTS,No,https://example.com/games/before-we-leave-omega-edition-4
Dead Rising Alpha Edition,PS5;Xbox,,No,2008,Shooter;RPG,No,https://example.com/games/dead-rising-alpha-edition
Blazing Souls Digital Edition,PC;Switch,2,No,2010,Survival;Horror,No,https://example.com/games/blazing-souls-digital-edition
Zombie Army Physical Edition,PC,Many,No,2006,Party;Action,Yes,https://example.com/games/zombie-army-physical-edition
NMRiH Remake,Xbox,4,No,2013,Simulation,No,https://example.com/games/nmrih-remake
Catherine 4,PC;PS5;Xbox,4,Yes,2023,Sports,No,https://example.com/games/catherine-4
Gundam Seed Battle Assault 4 Limited Edition,PC;PS4;Xbox;Switch,4,No,2014,Survival;Horror,No,https://example.com/games/gundam-seed-battle-assault-4-limited-edition
Motorstorm Enhanced Edition,Xbox,,No,2019,Sandbox,No,https://example.com/games/motorstorm-enhanced-edition
Log Horizon Standard Edition,PC;Switch,,No,2018,MOBA;Strategy,No,https://example.com/games/log-horizon-standard-edition
Lawbreakers Final Edition,PC;PS4;Xbox,,No,2020,MOBA;Strategy,Yes,https://example.com/games/lawbreakers-final-edition
Shapez Game of the Year Edition,Xbox,4,No,2009,Party;Action,No,https://example.com/games/shapez-game-of-the-year-edition
The Cursed Island Alpha Edition,PC;Switch,,Yes,2025,Sports,No,https://example.com/games/the-cursed-island-alpha-edition
Mafia Complete Edition,PC;PS5,,No,2022,Sports,No,https://example.com/games/mafia-complete-edition
Overlord Omega Edition 2,PC;PS5;Xbox,4,Yes,2017,Tactical;Shooter,Yes,https://example.com/games/overlord-omega-edition-2
Gundam Wing Battle 5,PC;PS4;Xbox;Switch,Many,Yes,2007,Grand Strategy;Strategy,Yes,https://example.com/games/gundam-wing-battle-5
Albion Online Deluxe Edition,PC,2,No,2000,Sports,No,https://example.com/games/albion-online-deluxe-edition
Palworld Complete Edition,PS5;Xbox,,No,2025,4X;Strategy,No,https://example.com/games/palworld-complete-edition
Sekiro Collector's Edition,Xbox,,No,2017,Action;Adventure,Yes,https://example.com/games/sekiro-collector-s-edition
Chorus 3,PC;Xbox,,Yes,2023,Puzzle;Adventure,No,https://example.com/games/chorus-3
Heroes of the Storm Omega Edition 2,PC;PS5;Xbox,Many,Yes,2013,Action;Adventure,No,https://example.com/games/heroes-of-the-storm-omega-edition-2
Traffic Rider 4,PS5;Xbox,,No,2010,Strategy;RTS,No,https://example.com/games/traffic-rider-4
One Punch Man Game of the Year Edition,PC,3,No,2025,Survival;Horror,No,https://example.com/games/one-punch-man-game-of-the-year-edition
No Man's Sky Last Edition,PC,Many,No,2009,Action;Platformer,No,https://example.com/games/no-man-s-sky-last-edition
Killing Floor Legendary Edition,Xbox,,Yes,2006,Shooter;RPG,No,https://example.com/games/killing-floor-legendary-edition
No Man's Sky Remake,PC,,Yes,2013,Tactical;Shooter,No,https://example.com/games/no-man-s-sky-remake
Township 5,PC;PS4;Xbox;Switch,Many,No,2006,Casual;Party,No,https://example.com/games/township-5
Battletech Remastered,Xbox,,Yes,2013,Sports,No,https://example.com/games/battletech-remastered
God of War Omega Edition 5,Xbox,,No,2007,Casual;Party,No,https://example.com/games/god-of-war-omega-edition-5
One Piece Bounty Rush Ultimate Edition,PS5;Xbox,,No,2007,Shooter;Action,No,https://example.com/games/one-piece-bounty-rush-ultimate-edition
Borderlands Omega Edition 4,PC;Switch,4,No,2022,Tactical;Shooter,No,https://example.com/games/borderlands-omega-edition-4
Disco Elysium Limited Edition,PC;Switch,,No,2025,Racing,No,https://example.com/games/disco-elysium-limited-edition
